Wall time,Step,Value
1594838493.0009327,2812259,0.3214285671710968
1594838531.9336917,2822348,0.0357142873108387
1594838567.5675514,2832480,0.25
1594838604.740513,2842574,0.2142857164144516
1594838645.3199806,2852671,0.1785714328289032
1594838684.4183054,2862772,0.3571428656578064
1594838724.058652,2872803,0.3928571343421936
1594838762.8473141,2882857,0.3928571343421936
1594838803.9015596,2892962,0.2857142984867096
1594838843.1104994,2903025,0.25
1594838883.7712116,2913040,0.2142857164144516
1594838922.520254,2923099,0.3571428656578064
1594838961.9789448,2933167,0.5
1594839000.404472,2943207,0.3214285671710968
1594839040.7020934,2953226,0.3214285671710968
1594839081.4467692,2963287,0.3928571343421936
1594839120.6260507,2973378,0.2857142984867096
1594839202.677381,2983500,0.3571428656578064
1594839241.8459637,2993643,0.1785714328289032
1594839281.3117545,3003658,0.3928571343421936
1594839321.458109,3013791,0.3214285671710968
1594839357.0487208,3023946,0.25
1594839393.5964959,3033964,0.5357142686843872
1594839432.1578753,3043994,0.1785714328289032
1594839471.237919,3054018,0.2857142984867096
1594839510.7944224,3064097,0.3571428656578064
1594839549.8223584,3074244,0.25
1594839589.3443909,3084311,0.3571428656578064
1594839629.1426206,3094381,0.2142857164144516
1594839668.5391808,3104474,0.1428571492433548
1594839708.662831,3114492,0.3214285671710968
1594839748.7622914,3124572,0.4642857015132904
1594839789.1512647,3134573,0.3928571343421936
1594839828.7954423,3144617,0.4285714328289032
1594839868.660263,3154677,0.3214285671710968
1594839906.8216507,3164692,0.2857142984867096
1594839946.1996837,3174723,0.25
1594839984.60131,3184846,0.5357142686843872
1594840023.498802,3194965,0.3214285671710968
1594840063.4143245,3205005,0.2857142984867096
1594840102.2817483,3215066,0.25
1594840143.1435854,3225095,0.3214285671710968
1594840183.525808,3235197,0.4642857015132904
1594840223.9402826,3245302,0.5357142686843872
1594840264.3015237,3255445,0.25
1594840301.528128,3265523,0.3928571343421936
1594840336.09352,3275534,0.3571428656578064
1594840376.1650345,3285656,0.25
1594840416.389708,3295684,0.2857142984867096
1594840456.47312,3305750,0.2857142984867096
1594840498.1784692,3315849,0.3214285671710968
1594840537.607751,3325908,0.2857142984867096
1594840578.1977649,3335928,0.2857142984867096
1594840618.9955633,3346054,0.4285714328289032
1594840658.765506,3356178,0.3928571343421936
1594840699.9354649,3366285,0.4642857015132904
1594840740.359169,3376396,0.3928571343421936
1594840780.1951413,3386443,0.4285714328289032
1594840820.162898,3396606,0.3571428656578064
1594840902.4906921,3406712,0.25
1594840943.3190708,3416807,0.4285714328289032
1594840981.863366,3426835,0.4285714328289032
1594841022.3493419,3436880,0.25
1594841063.0606046,3447033,0.3214285671710968
1594841100.862585,3457200,0.4285714328289032
1594841136.2509975,3467296,0.4642857015132904
1594841176.9764667,3477296,0.3571428656578064
1594841217.0376177,3487423,0.3571428656578064
1594841256.8868957,3497497,0.3928571343421936
1594841296.9524488,3507549,0.4285714328289032
1594841336.648826,3517665,0.5357142686843872
1594841376.3162215,3527697,0.4285714328289032
1594841416.959134,3537756,0.25
1594841457.3065875,3547853,0.3571428656578064
1594841496.8724477,3557857,0.4642857015132904
1594841536.003625,3567895,0.3571428656578064
1594841577.6960306,3578034,0.4285714328289032
1594841616.9861107,3588148,0.3928571343421936
1594841656.1919746,3598243,0.2857142984867096
1594841696.8701189,3608384,0.3214285671710968
1594841736.3764622,3618534,0.5714285969734192
1594841775.9448416,3628706,0.1785714328289032
1594841815.693472,3638857,0.4642857015132904
1594841854.7490811,3649003,0.3571428656578064
1594841894.8030841,3659048,0.3214285671710968
1594841935.358623,3669086,0.5714285969734192
1594841976.2013488,3679179,0.3571428656578064
1594842015.6848996,3689295,0.4642857015132904
1594842054.2210157,3699346,0.5357142686843872
1594842089.4043732,3709537,0.4285714328289032
1594842125.1693864,3719573,0.4642857015132904
1594842164.5530052,3729573,0.3928571343421936
1594842203.3684905,3739653,0.4285714328289032
1594842242.8488905,3749745,0.5714285969734192
1594842282.6584632,3759889,0.3214285671710968
1594842323.010584,3769906,0.4642857015132904
1594842363.6062887,3780024,0.3571428656578064
1594842404.8291442,3790158,0.5
1594842444.6339238,3800208,0.3928571343421936
1594842484.5402074,3810356,0.4642857015132904
1594842524.6416643,3820359,0.4642857015132904
1594842606.402943,3830471,0.4642857015132904
1594842645.2622678,3840501,0.5357142686843872
1594842684.243012,3850563,0.5357142686843872
1594842724.6485705,3860595,0.3928571343421936
1594842765.490544,3870687,0.4285714328289032
1594842806.3758626,3880733,0.5357142686843872
1594842843.3355236,3890837,0.4642857015132904
1594842878.4452527,3900977,0.4642857015132904
1594842918.5624473,3911131,0.2857142984867096
1594842957.9494472,3921218,0.6071428656578064
1594842996.4529881,3931242,0.5
1594843037.7443006,3941345,0.4285714328289032
1594843079.5867696,3951475,0.3214285671710968
1594843119.210692,3961554,0.5714285969734192
1594843160.2996974,3971684,0.5
1594843199.6590772,3981811,0.5714285969734192
1594843239.7636971,3991874,0.2857142984867096
1594843280.0029671,4001946,0.6428571343421936
1594843321.5637407,4012049,0.5357142686843872
1594843361.0085742,4022192,0.6071428656578064
1594843401.7307355,4032242,0.5714285969734192
1594843444.3091547,4042393,0.2857142984867096
1594843483.7220266,4052557,0.4642857015132904
1594843523.6993632,4062659,0.4642857015132904
1594843565.6610248,4072710,0.4642857015132904
1594843605.1592817,4082847,0.4642857015132904
1594843645.8152196,4092921,0.6071428656578064
1594843686.3495448,4103040,0.5357142686843872
1594843726.4147956,4113051,0.4642857015132904
1594843765.2237291,4123151,0.4285714328289032
1594843804.2569845,4133241,0.6785714030265808
1594843840.1994128,4143355,0.3214285671710968
1594843874.344138,4153444,0.3214285671710968
1594843913.2432754,4163492,0.2857142984867096
1594843953.3713996,4173577,0.6071428656578064
1594843994.188358,4183717,0.4285714328289032
1594844033.5773737,4193778,0.5357142686843872
1594844072.9790387,4203894,0.5
1594844113.160291,4213922,0.4285714328289032
1594844153.3143115,4223965,0.5357142686843872
1594844192.8728185,4233976,0.5357142686843872
1594844233.9688492,4244133,0.6071428656578064
1594844316.9039009,4254203,0.6071428656578064
1594844356.1618788,4264228,0.4285714328289032
1594844396.7705798,4274279,0.6071428656578064
1594844437.336381,4284418,0.5
1594844477.9455454,4294425,0.5
1594844518.019118,4304505,0.5
1594844557.0209334,4314651,0.5714285969734192
1594844592.988482,4324664,0.3928571343421936
1594844630.087463,4334738,0.6071428656578064
1594844670.2678516,4344804,0.4285714328289032
1594844710.498,4354814,0.5
1594844751.302056,4364830,0.5357142686843872
1594844792.591154,4374910,0.3928571343421936
1594844832.5477827,4384932,0.5357142686843872
1594844873.5527084,4395025,0.3571428656578064
1594844914.5682836,4405136,0.4285714328289032
1594844955.134291,4415155,0.5714285969734192
1594844995.278039,4425225,0.6071428656578064
1594845034.4316726,4435377,0.6428571343421936
1594845073.534161,4445396,0.6428571343421936
1594845114.9825304,4455535,0.4642857015132904
1594845156.0885124,4465678,0.4642857015132904
1594845197.6199703,4475796,0.6071428656578064
1594845239.388116,4485832,0.4642857015132904
1594845279.7789295,4495977,0.6071428656578064
1594845320.8293943,4506033,0.5714285969734192
1594845360.834561,4516107,0.6785714030265808
1594845402.5324733,4526199,0.6428571343421936
1594845443.65502,4536328,0.6071428656578064
1594845485.8558383,4546415,0.5714285969734192
1594845527.375772,4556487,0.5357142686843872
1594845565.7352262,4566602,0.6428571343421936
1594845599.5196505,4576627,0.6428571343421936
1594845637.4867313,4586688,0.5357142686843872
1594845677.72859,4596788,0.3928571343421936
1594845719.557244,4606854,0.6785714030265808
1594845760.1078157,4616875,0.6071428656578064
1594845801.4358582,4626936,0.6785714030265808
1594845842.1918125,4636984,0.5
1594845883.1747327,4647080,0.5357142686843872
1594845923.6612542,4657116,0.4642857015132904
1594845963.437714,4667164,0.5
1594846045.7507265,4677237,0.5
1594846087.3760676,4687336,0.3928571343421936
1594846128.8803234,4697343,0.5
1594846169.040472,4707416,0.6428571343421936
1594846210.9156764,4717526,0.3928571343421936
1594846250.6372862,4727544,0.6428571343421936
1594846290.3630867,4737585,0.5714285969734192
1594846327.1411006,4747706,0.6785714030265808
1594846364.0411835,4757727,0.6071428656578064
1594846404.2171183,4767729,0.3928571343421936
1594846444.973492,4777836,0.5
1594846486.0440342,4787971,0.6071428656578064
1594846528.2044,4798126,0.5
1594846569.4128387,4808231,0.5
1594846612.372634,4818349,0.6071428656578064
1594846651.5426943,4828363,0.5357142686843872
1594846691.7607043,4838445,0.5357142686843872
1594846731.323952,4848595,0.2857142984867096
1594846773.0985153,4858693,0.5714285969734192
1594846814.8120372,4868748,0.5
1594846857.0098147,4878844,0.4285714328289032
1594846899.4595888,4888886,0.5
1594846939.2725482,4899067,0.4642857015132904
1594846980.0009644,4909067,0.6428571343421936
1594847020.1482334,4919204,0.6428571343421936
1594847060.7224586,4929267,0.5714285969734192
1594847100.9096663,4939416,0.4642857015132904
1594847140.440383,4949559,0.6785714030265808
1594847180.6946282,4959713,0.6785714030265808
1594847221.524686,4969807,0.6785714030265808
1594847263.0633156,4979854,0.7857142686843872
1594847302.313445,4989903,0.6428571343421936
1594847336.9753573,4999940,0.6071428656578064
1594847374.6765661,5010000,0.6428571343421936
1594847415.4791286,5020089,0.3928571343421936
1594847457.5396183,5030117,0.4285714328289032
1594847500.0599113,5040252,0.4642857015132904
1594847541.507076,5050298,0.5
1594847581.3427236,5060459,0.6428571343421936
1594847620.900627,5070542,0.4642857015132904
1594847661.226308,5080557,0.5357142686843872
1594847699.8333833,5090558,0.4285714328289032
1594847775.0773005,5100565,0.3928571343421936
1594847819.599613,5110662,0.4285714328289032
1594847860.7210681,5120800,0.6785714030265808
1594847902.1922479,5130902,0.6071428656578064
1594847940.9176679,5141021,0.6071428656578064
1594847979.425882,5151158,0.5714285969734192
1594848019.4496684,5161181,0.3928571343421936
1594848055.0035746,5171253,0.6071428656578064
1594848090.677488,5181400,0.5357142686843872
1594848130.3872468,5191504,0.6428571343421936
1594848169.6191835,5201536,0.4285714328289032
1594848210.7783594,5211605,0.5357142686843872
1594848249.4463623,5221668,0.5714285969734192
1594848290.5447736,5231742,0.5714285969734192
1594848329.2848818,5241745,0.5714285969734192
1594848368.3642337,5251807,0.5714285969734192
1594848408.5352426,5261973,0.6428571343421936
1594848449.3412561,5271994,0.5
1594848489.2625837,5282122,0.75
1594848530.5026047,5292202,0.5714285969734192
1594848570.512932,5302328,0.5
1594848610.7820997,5312486,0.5357142686843872
1594848651.2386904,5322617,0.6785714030265808
1594848693.2139769,5332791,0.5714285969734192
1594848732.1414669,5342833,0.3928571343421936
1594848772.5785644,5352937,0.5
1594848813.6598952,5363070,0.5
1594848851.423683,5373135,0.6071428656578064
1594848891.8368807,5383317,0.6071428656578064
1594848932.2209692,5393480,0.5357142686843872
1594848972.1384134,5403611,0.75
1594849010.9052017,5413649,0.75
1594849048.0185935,5423671,0.3214285671710968
1594849085.834715,5433770,0.4285714328289032
1594849126.1563907,5443806,0.7142857313156128
1594849166.8179505,5453910,0.6428571343421936
1594849207.1457815,5464012,0.4642857015132904
1594849246.5885808,5474098,0.4285714328289032
1594849286.1182709,5484127,0.6428571343421936
1594849326.538417,5494192,0.5357142686843872
1594849366.9482856,5504200,0.5714285969734192
1594849406.3714423,5514254,0.5
1594849481.9765391,5524373,0.6071428656578064
1594849528.3758168,5534476,0.4285714328289032
1594849569.0652003,5544583,0.6785714030265808
1594849610.2233655,5554674,0.5714285969734192
1594849649.8039422,5564684,0.2857142984867096
1594849689.3423376,5574776,0.5357142686843872
1594849729.8283947,5584848,0.3928571343421936
1594849765.6802907,5594874,0.5714285969734192
1594849801.3224895,5604923,0.5714285969734192
1594849841.1411965,5615061,0.6071428656578064
1594849880.1214263,5625142,0.5714285969734192
1594849920.8052504,5635147,0.4642857015132904
1594849960.9346163,5645163,0.5714285969734192
1594850001.476322,5655301,0.5714285969734192
1594850041.7019167,5665344,0.7142857313156128
1594850081.1294687,5675472,0.7857142686843872
1594850120.0062947,5685506,0.7857142686843872
1594850159.2989466,5695536,0.5714285969734192
1594850198.541814,5705574,0.6785714030265808
1594850238.7733014,5715672,0.5714285969734192
1594850279.258146,5725805,0.5
1594850318.4402068,5735821,0.4642857015132904
1594850358.3945315,5745951,0.5357142686843872
1594850399.6160288,5756059,0.6428571343421936
1594850441.2535253,5766083,0.6071428656578064
1594850481.4547207,5776221,0.7142857313156128
1594850521.2235508,5786225,0.6071428656578064
1594850562.6407552,5796275,0.5357142686843872
1594850603.1621187,5806289,0.5714285969734192
1594850645.3511071,5816345,0.6785714030265808
1594850684.4922414,5826382,0.6428571343421936
1594850723.1947641,5836465,0.6071428656578064
1594850760.7201352,5846587,0.6785714030265808
1594850797.9113822,5856699,0.5714285969734192
1594850837.4494576,5866707,0.6071428656578064
1594850876.661032,5876760,0.6428571343421936
1594850917.5442312,5886917,0.7142857313156128
1594850958.5932803,5897013,0.4642857015132904
1594850997.9169528,5907076,0.5714285969734192
1594851039.0199223,5917241,0.7142857313156128
1594851079.245653,5927330,0.4642857015132904
1594851126.0024755,5937388,0.5357142686843872
1594851195.6045058,5947499,0.5357142686843872
1594851242.7738876,5957566,0.6785714030265808
1594851283.2478888,5967649,0.75
1594851323.2536042,5977712,0.7142857313156128
1594851362.482547,5987833,0.5714285969734192
1594851402.8883028,5997887,0.6785714030265808
1594851442.558901,6007959,0.6071428656578064
1594851478.8544312,6017972,0.6785714030265808
1594851513.9335546,6028127,0.5357142686843872
1594851555.3694928,6038232,0.5357142686843872
1594851595.9728305,6048256,0.4642857015132904
1594851634.738507,6058363,0.6071428656578064
1594851674.4091942,6068369,0.5357142686843872
1594851715.7514935,6078518,0.6428571343421936
1594851755.2883217,6088610,0.7142857313156128
1594851795.7530386,6098777,0.5
1594851835.968047,6108903,0.6785714030265808
1594851877.6370685,6119071,0.6785714030265808
1594851917.1808548,6129192,0.6071428656578064
1594851957.3253665,6139198,0.6071428656578064
1594851996.2495615,6149292,0.6071428656578064
1594852036.53473,6159434,0.75
1594852076.0134943,6169550,0.7857142686843872
1594852115.4088225,6179576,0.6071428656578064
1594852154.8626637,6189584,0.4285714328289032
1594852193.43774,6199626,0.5714285969734192
1594852235.6434155,6209746,0.6785714030265808
1594852274.4006016,6219861,0.7857142686843872
1594852315.1028907,6229873,0.6071428656578064
1594852353.6206331,6239956,0.7142857313156128
1594852393.5367513,6249962,0.6428571343421936
1594852431.990356,6260045,0.5714285969734192
1594852469.3084412,6270152,0.5357142686843872
1594852505.8804111,6280234,0.5357142686843872
1594852550.915793,6290322,0.8214285969734192
1594852593.368511,6300421,0.5
1594852633.9089026,6310560,0.8214285969734192
1594852672.6841853,6320679,0.6071428656578064
1594852713.0822206,6330833,0.5714285969734192
1594852751.6123812,6340994,0.6428571343421936
1594852790.7160735,6351095,0.7142857313156128
1594852836.7870333,6361204,0.6785714030265808
1594852905.2820396,6371270,0.5714285969734192
1594852952.9541419,6381380,0.6785714030265808
1594852992.7193046,6391453,0.5357142686843872
1594853033.38788,6401495,0.6785714030265808
1594853072.8641841,6411618,0.5714285969734192
1594853113.2464375,6421690,0.5357142686843872
1594853154.1190069,6431800,0.5357142686843872
1594853191.1805243,6441926,0.6785714030265808
1594853226.2687,6452061,0.6071428656578064
1594853263.814442,6462093,0.6071428656578064
1594853304.9284308,6472202,0.6071428656578064
1594853344.7683077,6482235,0.6071428656578064
1594853385.2053988,6492342,0.4642857015132904
1594853424.9706059,6502374,0.75
1594853463.0879686,6512386,0.6428571343421936
1594853502.217168,6522568,0.75
1594853542.7953677,6532583,0.6071428656578064
1594853583.2174883,6542664,0.5357142686843872
1594853620.9534714,6552724,0.6071428656578064
1594853659.6287174,6562809,0.5
1594853701.13393,6572962,0.6071428656578064
1594853742.0942845,6583101,0.5714285969734192
1594853782.2024174,6593177,0.5714285969734192
1594853822.5666125,6603211,0.6785714030265808
1594853862.8431602,6613358,0.6428571343421936
1594853902.948005,6623386,0.6071428656578064
1594853941.7820222,6633474,0.5357142686843872
1594853981.459504,6643625,0.6428571343421936
1594854019.7878554,6653638,0.6428571343421936
1594854058.5412982,6663796,0.7142857313156128
1594854098.7327304,6673840,0.7142857313156128
1594854137.0718853,6684005,0.7857142686843872
1594854174.0204246,6694045,0.6071428656578064
1594854211.4911013,6704185,0.6785714030265808
1594854249.7329092,6714280,0.4285714328289032
1594854288.9871104,6724389,0.6428571343421936
1594854328.5878587,6734440,0.6785714030265808
1594854368.0080607,6744501,0.5714285969734192
1594854408.9769917,6754555,0.7142857313156128
1594854450.0864031,6764649,0.7142857313156128
1594854490.268599,6774769,0.6785714030265808
1594854547.7656143,6784897,0.6428571343421936
1594854605.1733017,6794954,0.6428571343421936
1594854650.4704912,6804984,0.6428571343421936
1594854690.8831317,6815096,0.6428571343421936
1594854730.1630836,6825146,0.6071428656578064
1594854769.2737627,6835251,0.6071428656578064
1594854809.0415382,6845339,0.5
1594854848.8827758,6855345,0.6071428656578064
1594854887.4960206,6865354,0.5
1594854924.2915473,6875486,0.7142857313156128
