Wall time,Step,Value
1594827014.8801363,213,0.0
1594827056.0232778,10282,0.0
1594827098.7779214,20335,0.0
1594827145.0886736,30372,0.0
1594827188.937846,40390,0.0
1594827232.3843305,50489,0.0
1594827277.5744693,60549,0.0
1594827320.0607424,70680,0.0
1594827363.957572,80803,0.0
1594827408.0319033,90899,0.0
1594827449.8771515,101016,0.0
1594827490.7896545,111048,0.0
1594827531.6249259,121104,0.0
1594827572.5658152,131158,0.0
1594827614.8829482,141190,0.0
1594827656.7249806,151289,0.0
1594827697.7790248,161378,0.0
1594827739.398764,171429,0.0
1594827782.059783,181446,0.0
1594827822.6806304,191455,0.0
1594827863.4936457,201525,0.0
1594827900.3636014,211599,0.0
1594827938.4166102,221639,0.0
1594827979.5241387,231773,0.0
1594828022.1801856,241822,0.0
1594828063.8624449,251884,0.0
1594828105.9936204,261948,0.0
1594828145.916619,271970,0.0
1594828186.396626,282025,0.0
1594828227.2845705,292130,0.0
1594828268.2354975,302167,0.0
1594828310.4176395,312277,0.0
1594828353.747675,322285,0.0
1594828395.0646155,332346,0.0
1594828435.6070638,342428,0.0
1594828478.923459,352479,0.0
1594828521.1107328,362573,0.0
1594828561.814912,372639,0.0
1594828603.1182318,382709,0.0
1594828642.8526595,392804,0.0
1594828683.06765,402848,0.0
1594828724.090256,412962,0.0
1594828760.3462417,423012,0.0
1594828838.6065555,433055,0.0
1594828879.0138104,443171,0.0
1594828919.5088668,453282,0.0
1594828959.6408284,463344,0.0
1594828999.0999815,473351,0.0
1594829040.218894,483447,0.0
1594829081.9345932,493489,0.0
1594829123.0062618,503575,0.0
1594829163.1981747,513605,0.0
1594829204.2501738,523681,0.0
1594829244.5092103,533694,0.0
1594829284.242039,543717,0.0
1594829325.9011936,553831,0.0
1594829364.4310997,563844,0.0
1594829405.7371166,573879,0.0
1594829446.3098419,583880,0.0
1594829486.0687559,593955,0.0
1594829526.8106217,603960,0.0
1594829565.901375,614006,0.0
1594829606.2564223,624056,0.0
1594829648.6783106,634136,0.0
1594829684.2413938,644202,0.0
1594829720.7023015,654305,0.0
1594829763.6411428,664367,0.0357142873108387
1594829805.1457727,674410,0.0
1594829847.7486398,684494,0.0
1594829889.13449,694599,0.0
1594829930.591746,704695,0.0
1594829970.0559156,714762,0.0
1594830010.8192296,724873,0.0
1594830051.5741556,734875,0.0
1594830092.570856,744951,0.0
1594830133.938297,755074,0.0
1594830173.912634,765153,0.0
1594830214.0916212,775236,0.0
1594830254.6774168,785340,0.0
1594830295.2038877,795380,0.0
1594830335.257014,805382,0.0
1594830377.012051,815449,0.0
1594830420.1807303,825543,0.0
1594830462.0069945,835555,0.0
1594830499.2271123,845555,0.0
1594830536.5563812,855634,0.0
1594830612.952065,865732,0.0
1594830652.51949,875733,0.0
1594830694.2601478,885834,0.0357142873108387
1594830736.1208081,895919,0.0
1594830776.4660292,906039,0.0357142873108387
1594830817.5268445,916081,0.0
1594830859.268523,926162,0.0
1594830899.4410133,936224,0.0
1594830940.3905966,946252,0.0
1594830981.0588408,956356,0.0
1594831022.6606605,966408,0.0
1594831063.3402336,976421,0.0357142873108387
1594831106.1034534,986535,0.0
